3,17,Hololens,0
10/24/2020 1:25:22 PM,-0.5709577,0.03165471,0.0633815,0.01528168,0.2381019,-0.02642244
10/24/2020 1:25:22 PM,-0.569581,0.03158243,0.06400646,0.0151932,0.2386039,-0.02813344
10/24/2020 1:25:22 PM,-0.5681713,0.03143511,0.0647269,0.01566738,0.239144,-0.02995227
10/24/2020 1:25:22 PM,-0.5670947,0.03140366,0.06536359,0.01616747,0.2396665,-0.03210997
10/24/2020 1:25:22 PM,-0.566053,0.03127994,0.06599069,0.01714681,0.2400013,-0.03429881
10/24/2020 1:25:22 PM,-0.5652919,0.03103947,0.0665068,0.01807341,0.2403505,-0.03661825
10/24/2020 1:25:22 PM,-0.5645601,0.03099753,0.06705327,0.01953658,0.2407994,-0.0387926
10/24/2020 1:25:22 PM,-0.5641668,0.03099914,0.06719241,0.02071853,0.241349,-0.04093534
10/24/2020 1:25:22 PM,-0.5637188,0.03078902,0.06754952,0.02181119,0.2421189,-0.0429836
10/24/2020 1:25:22 PM,-0.5636301,0.0303787,0.0677276,0.02288776,0.2433289,-0.04471195
10/24/2020 1:25:22 PM,-0.5637491,0.03034882,0.06781235,0.02411014,0.2445116,-0.04644986
10/24/2020 1:25:22 PM,-0.5640444,0.0303894,0.06786972,0.02493221,0.2455101,-0.0477643
10/24/2020 1:25:22 PM,-0.5644816,0.03033374,0.06785017,0.02532564,0.2463976,-0.04888294
10/24/2020 1:25:22 PM,-0.5648891,0.030296,0.06779315,0.02511819,0.247245,-0.05004908
10/24/2020 1:25:22 PM,-0.5655683,0.03012474,0.06765306,0.02489475,0.2483283,-0.05126853
10/24/2020 1:25:22 PM,-0.5664403,0.03004001,0.06743233,0.02479208,0.249404,-0.05245769
10/24/2020 1:25:22 PM,-0.5673873,0.02999265,0.06720829,0.0243992,0.2506388,-0.05358895
10/24/2020 1:25:22 PM,-0.5684728,0.03004926,0.06688727,0.02399263,0.2517338,-0.05458771
10/24/2020 1:25:22 PM,-0.5696013,0.03015551,0.06655956,0.02283222,0.2529093,-0.05559846
10/24/2020 1:25:22 PM,-0.5709578,0.03016427,0.06616107,0.02166179,0.2541822,-0.05669096
10/24/2020 1:25:22 PM,-0.5725837,0.03011653,0.06570774,0.02071019,0.2554301,-0.05768795
10/24/2020 1:25:22 PM,-0.5743655,0.03026622,0.06541719,0.01966735,0.2565175,-0.05854092
10/24/2020 1:25:22 PM,-0.5762892,0.03025327,0.06498598,0.01877814,0.2571377,-0.05902047
10/24/2020 1:25:22 PM,-0.5783522,0.03035542,0.06462075,0.01762803,0.257614,-0.05954902
10/24/2020 1:25:22 PM,-0.5805157,0.03038647,0.06411823,0.01729207,0.2579175,-0.06040507
10/24/2020 1:25:22 PM,-0.5825874,0.03042796,0.06383388,0.01677287,0.2582203,-0.06111405
10/24/2020 1:25:22 PM,-0.5847844,0.03038899,0.06341794,0.01638185,0.258561,-0.06170096
